gameid,username,rating
15,Caribou,7
15,VirgonoShaka,7
15,Archulysses,8
15,GamingDrake,3
15,Lonewolf97,7
15,JM81,6
15,exm8000,3
15,Fosseli,6
15,HSuke,1
15,ChuckDee33,10
15,HaloFever,10
15,homer4president,8
15,DizzyVizion,8
15,TrevZ,9
15,BornToMySoul,8
15,Crackfarmer,2
15,ThereIsNoSpoon,7
15,Megagal1978,10
15,MasterRiley,9
15,joshcam19,10
15,fijiboy,8
15,Lbjmvp232,10
15,TheOmegaMale,8
15,Illien,4
15,Malooga,10
15,DemonDan13,8
15,wesker2012,8
15,OliverBridson,9
15,Kingjulian,8
15,Zalmarus,7
15,Dukay66,6
15,Termin8ter,8
15,ourtimehascome,8
15,Letiste-Gaming,8
15,Gautham27,9
15,Grayscale,7
15,CatPowerz,9
15,torq314,9
15,GoodApollo88,8
15,jmemmers,6
15,p1menta,8
15,SOLIDSNAKEN64,8
15,Frankdnb,10
15,Xemnios,0
15,DanBenevenuto,5
15,RuriGokou,1
15,MarsCorialanus,9
15,DataVeinGaming,8
15,Olakasexd,10
15,NickCrit,10
15,Yankee6X,8
15,sergio123456,7
15,BSchwarz95,9
15,SuperDuck23,8
15,Tinagowtfay12,8
15,Cycologist,7
15,tanonero,8
15,XxAlbertoBuzzxX,7
15,LucaCritics,7
15,m1ku47,6
15,Skurttish,9
15,EshanBhatt,9
15,XLazer,7
15,DARU3108,9
15,FuelledbyBeer,8
15,Omarrochloo,8
15,MartinWan1980,9
15,WhatAboutThat,8
15,misak192,10
15,VanCan72,10
15,TheMrLacky,7
15,Nel,7
18,omcpero,10
24,mateusADF,8
31,XV_,7
31,Alex_Pilgrim008,8
32,XV_,7
32,ourendlesseason,10
38,SnappyGR,7
41,wesker2012,8
41,xxxsssjjjk,8
41,Ekkythump,2
41,Hypnotoad511,1
41,omochadreams,10
41,Shumbawowza,10
41,Grhumerie,10
41,lipnox,10
41,GamerDylan,9
42,GreenMachineG,8
42,SMNT999,9
45,AFW,9
45,st3fano,6
45,Freek,9
45,afwhigs,9
46,bergcamp101,7
46,joel_tdl,4
46,gum11,8
46,Kristof_Kadaver,5
46,adityo,7
46,augustwo,8
46,LifeisXbox,4
46,SuperkenGaming,8
46,Roydenouter,0
46,Tomaselis,10
46,Gurnett,3
46,M13manoalex,5
47,Nel,7
47,warholbot,7
47,icedoesnthelp,8
47,jwewan,8
48,Elias2033,6
48,Kingjavabean,8
48,KingMadeus,9
48,kuehnau,5
48,MusashiAX,3
48,SuperkenGaming,7
48,kefka2589,7
48,Hikage,2
49,FriedConsole,9
50,Xelluse,10
50,Skeleton9,9
50,ToadieTo,7
50,SuperkenGaming,6
50,PS-Online,9
50,abekdd,6
50,GBG_Jason,8
50,NathanEngelhorn,0
50,SergeiZ,8
50,piuscorvus,6
50,NHC2000,8
50,NightBush,10
50,Shemon,8
50,Skurttish,6
54,JAMAS449,5
54,Rubisan,7
54,bergcamp101,8
54,TatsMcGee,5
54,Blaxpupas,8
54,DrFriendless,4
55,Zumpano,5
55,Jtbone417,5
55,raineye,10
55,Fistorian,8
55,GforceA3D,10
55,Cpal4554,9
55,SuperkenGaming,8
55,destinyfan1,7
55,Roagie,9
55,bRUMBO,10
55,cas514,10
55,PULKEMONTHE,10
55,Lbrunker21,8
55,boolbo,9
55,Teela,8
55,Marker27,5
55,Amleida,8
55,TsukasaHiiragi,4
55,mrimon08,4
55,Tbone86311,9
55,taisora,8
55,dogget76,10
55,C3realkillah,9
55,inbetween,10
55,JaySilver,7
55,TatsMcGee,8
55,Westoner420,9
55,Gerardo2004,9
55,YoMammy,10
55,Energetik124,8
56,finalsama,10
56,Jimb,10
56,Andrudis,10
56,nintendana,10
56,Morriganfaye,10
56,medjed,10
56,Souther,10
56,Darigandevil,10
56,valenti,10
56,Sigerson317,10
56,eonflamewing,10
56,WeedleSenpai,10
56,otterone,8
56,Devinpd15,10
56,noteven_jupiter,10
56,BaconBiscuit,10
56,Cloudmark,10
56,pasturefields,10
56,clickywrist,10
56,fuzi,9
56,Tatsu_chan,10
56,riceandpotato,10
56,KiraV,10
56,yoho,10
56,ParkerDk,10
56,Buitien123,10
56,MiraiMoon,10
56,NenJutsu,10
56,GraysonWayne,10
56,Noughter,10
56,Alexgor9527,8
56,Str8Up,0
56,llow,9
56,JasonWazza,9
56,mandydiazz81,7
56,sailorknight,8
56,njgamer,6
56,Kenmei,8
56,pyrofire95,8
56,PepePt1,10
56,Phosics,10
56,Serendras,10
56,ChatonPute,9
56,Arma15,10
56,Phuz,0
56,Digiclone,9
56,mrfroglegs,10
56,vahn,7
56,SoupWS,10
56,cNeq,10
56,katpjs,10
56,seiiun,10
56,iuk123,10
56,astronomia,10
56,epigz,10
56,Betagross,10
56,shoyz,10
56,shedvolans,10
56,thomasgdocs,10
56,Aeming,10
56,hfuhah,10
56,dr_nacht,10
56,Melharari,9
56,Plithondaweb,10
56,Mandy108,10
56,Missingno801,10
56,taterboi,10
56,JoueurCitoyen,10
56,PhantomthiefFox,9
56,bryanfaffer,10
56,decksid4,10
56,lazycomplife,10
56,SisterofGachupo,10
56,cjmms,10
56,MizukiOki,10
56,CuteOldMan,10
56,betternamefever,10
56,AbsoluteKiwi,10
56,ZeroSomniumFile,10
56,Fortfite,10
56,YubBoidon,10
56,Aiba-chanIsCute,10
56,andresitobboy,10
56,Tomyou,10
56,yakitori,10
56,mikubag,10
56,midgart,10
56,Arlenemusume,10
56,Ricky-Pedia,10
56,P0keClaw,10
56,GameHeven,7
56,Smeshy,10
56,Agnabright,10
56,hereticgrim,10
56,DeathscytheVII,10
56,Spacesenpai0830,8
56,korewa,9
56,masterno92,9
57,Philli_86,9
57,takinom,10
57,ItsMuchMore,7
57,katman04,10
57,SoftwareLibre,7
57,Jamesshen,0
57,Nel,5
57,tomvs123,4
57,Crysan,7
58,Nel,0
58,Julinhohansel,9
58,Hunter226037,0
60,an55192,10
60,fijiboy,8
60,foxviewchannel,8
60,mjv3585,10
60,seil3949,9
60,Heater,7
60,xale,10
60,MajorTom03,0
60,DumbRoDent42,10
60,Proctorious,10
60,Carlitoxic,10
60,mhay78,5
60,ChaosBreakGamer,6
60,OptiMystik,10
60,Alexgunner,10
60,darknesswhale,10
60,J4MESOX4D,9
60,GlobalNightmare,10
60,Movieman4,0
60,nascent,9
60,dunnyone,3
60,bhappenstance,2
60,mash27,10
60,Ishi123,5
60,neil77,10
60,looom,2
60,MrFlankster,10
60,Stirling1712,10
60,mattpl89,10
60,xD34THxD34L3Rx,10
60,BigBiggo,10
60,mosconstein,9
60,gizmofix,10
60,peterphnguyen,10
60,work_hard,10
60,realtonit,9
60,drlowdon,5
60,gamingfanatic,10
60,cstrang,5
60,Lionite,4
60,AnimeUnknown,10
60,MaxPayneIsGod,2
60,alexakosman,6
60,Jetmech1488,5
60,velvetmeds,10
60,True_Beleiver,7
60,aaronb0209,5
60,valtorf,10
60,nighthunter,8
60,DoodKing,10
60,Puffer2002,9
60,JDSCigano666,10
60,Taggen86,10
60,Shynmas,9
60,seitlen,10
60,markelfo,10
60,phoeniix23,9
60,iddqd4,9
60,theeDarkhorse,10
60,zmmby,9
60,SimbaUno,7
60,swotam,9
60,pjcritic,9
60,diggityd2713,8
60,sonsoncete,6
60,rafaaguilera,8
60,Jollukka1,9
60,Miuku,7
60,papadrew7,8
60,Odogreviews,9
60,Mac2311,10
60,kev709,3
60,Heisenberg93,8
60,allanon04,4
60,GoodApollo88,9
60,XxJoseManuelxX,6
60,Tselel,8
60,d_dymon,9
60,JoshBtB,9
60,lizardking420,7
60,ExtaticGamer,8
60,filip92,10
60,GuyFromFinland,9
60,johnbman11,10
60,TEDD95,9
60,WilmarMarquetti,10
60,yestoinfinity,8
60,logan_c,10
60,EliteGames,8
60,v_law,10
60,Alvokun,9
60,BlakDak666,8
60,megamega,9
60,Hectik,9
60,bellonman,8
60,wing1,10
60,BetterThanSonic,8
60,iCSiMarcelinmBR,10
60,Dead_Head,9
60,noahbruhh,8
60,illphil,8
60,SlightlyAbovAvg,10
60,EwanD20,10
60,BSchwarz95,8
60,ElleryHQ,9
60,KayVen17,8
60,dyinginbeauty,9
60,lodzik_bambino,9
60,TheRealHoffy,4
60,Twentyand1,9
60,dantesoo,9
60,partyintheback,10
60,Turbodowg,9
60,babaganush,6
60,angryw0mb4t,5
60,BekSide,9
60,SicknessInc,8
60,cowboyntoronto,10
60,Lodge1960,8
60,SamuraiDNA,10
60,McBains,2
60,tdebug,5
60,PrinceofNessus,2
60,Folstar,0
60,AhmedShehab95,4
60,archonome,4
60,Sookilala,8
60,slim1985,8
60,njja02,7
60,JayLightBar,8
60,MartinWan,9
60,deaner,9
60,sejanus,10
60,DrakeGarrison,8
60,Darko84,8
60,Morshlac,7
60,sefrabu,7
60,PhilosophyRex,9
60,badgerryan19,8
60,MattchewHawk,10
60,Lazlo21,9
60,shahdan,10
60,WWEJoker2013,9
60,gorilla1310,5
60,JacklegJack,10
60,LordMOrion,9
60,Lafayette33,10
60,Karimov-Niyaz,0
60,nathanliapis,9
60,YunusKat,8
60,sadmylife,7
60,riquelmeone,10
60,CoreGamer1408,5
60,Wences,9
60,Montes6384,9
60,il_fenomeno,10
60,DrummBumm,7
60,Cameroncoles,10
60,Ryko616,10
60,Blood8282,10
60,RipleyDead,10
60,RotcodFox,8
60,darthcooper,10
60,Nomax,10
60,marpolaris,8
60,googegamer,9
60,hydaway1,9
60,Kikuchiyo,9
60,Anfraxx_,9
60,SlasherX,9
60,omoattas,10
60,egniylin,9
60,Ocramb,9
60,Spainstrong,9
60,unleashedcode,10
60,Georgekratos,10
60,Peacecraft01,10
60,LilRainboWasabi,7
60,AresYon,10
60,GameHermisimo,8
60,Snipperclips,6
60,Joe500,8
60,PEdiPRANTA,9
60,Przemun1304,10
60,tk_248,6
60,Wwilliams23,7
60,Rickrbrum,9
60,CubiReviews,9
60,patramanis,10
60,lmcl05405,9
60,mario1892,9
60,Egitartelka69,10
60,Dex323,10
60,Oshiri_Maeda,9
60,thiagofp18,6
60,Karim2203,9
60,ViniciusFolly,8
60,jon_king,9
60,AngysYoungg321,10
60,guizim,8
60,Blackulakilla,10
60,Tgooding01,7
60,Davdak7,10
60,Dario1w,10
60,AgentoftheBat,10
60,Be11e,9
60,DirigiblePulp,5
60,Makaveli,9
60,wade22fan,6
60,LeChucksBeard,10
60,Notonlytheend,7
60,Deschain89,7
60,krzyspmac,10
60,DomMacca,10
60,BaronMonaco,9
60,Kal-Hell,9
60,redwarriorktf,10
60,ryancomstock,9
60,TheScort,10
60,neilrieck,8
60,fishbone76,10
60,Jellybean15,9
60,obligatory_user,8
60,redblue87,10
60,justin_cantrell,10
60,hb1209,10
60,homer4president,8
60,unluckydice,8
60,Lilmanike,10
60,Alexa431,10
60,Smilingandroid,10
60,MilanYildirim,10
60,Slevin310,10
60,hemmo1986,7
60,OutDorJustice80,9
60,670Gamer,8
60,Andred84,9
60,Laser0pz,9
60,Leonchi970,7
60,sjwilkin,9
60,aeurenius,2
60,Ed_Kel,9
60,Emaytch,8
60,JPK,9
60,Noble-Saint,10
60,BITESCREEN,6
60,tom_kirkland,9
60,pre_-cision-_,10
60,Chad11491,10
60,Zyglroxenon,7
60,Justmatt101,9
60,BONG10,9
60,aaronjtarquinio,9
60,Archulysses,7
60,DaniVR99,8
60,Sesshomurai,8
60,mande77,0
60,Wittyname,0
60,PiszkosFredd,10
60,FreeSnaks,8
60,audreyvixen,10
60,DATAcrusher,10
60,djwille88,9
60,IxianD,8
60,Tom360,8
60,Jack300,10
60,elMorseman,9
60,MaximumD,8
60,Percussius,9
60,VitaGamer12,8
60,raypeterson2424,9
60,Rarewarefan64,8
60,SpongyTwinkies,8
60,J227BR,10
60,tofusoup,8
60,Jimmytwotimes,9
60,sbc72,8
60,Velsuan,7
60,visiblelight7,5
60,Ayaz-Ali,8
60,Termin8ter,8
60,STEPHpunisher,9
60,HenriqueV,9
60,Wade_VC,10
60,HelderP,10
60,Fallun,9
60,jstanothergamr,9
60,gerardroxburgh,9
60,monks99,9
60,wormwood14,9
60,FlyingSnotBogey,8
60,nezzko,9
60,mileswayne10,9
61,JesteR1701,5
61,Adikon,8
61,FatherTime67,0
61,DwarfPerkele,8
61,QuixoticFuse,3
61,L_Coops,7
61,Zakaddum,3
61,ablaise82,6
61,Siontis,7
61,dasthomas,10
61,FriedConsole,6
61,FancyName,6
61,Kevan,7
61,JackKasket,10
61,efejoao,10
61,JAKEADIDAS,10
61,chrisdeberg,10
61,Almighty_David,9
61,GamingDrake,4
61,TresVoltesRebel,8
61,Rustaman,9
61,PaladinX360,8
61,MaDPuPPeT,10
61,felasi,7
61,NessJWimbleton,8
61,endisni,9
61,moviefan2,10
61,sityoazzdown,8
61,Kaprawiec,10
61,Underpants158,6
61,KuroNinja,10
61,Morowiec,10
61,trancematic,10
61,Barbara_Barus,7
61,Ruzaky,8
61,TheCornflex,8
61,Lockjaw,10
61,destinyfan1,9
66,Blood8282,9
66,Grindybord,8
66,Awanka,8
66,Sushihiro,9
66,tk_248,7
66,StepHD,10
66,LucaCritics,7
66,Alvokun,8
66,SuperkenGaming,8
66,Rovencis,9
66,yitus,9
66,NaughtyDogsEvil,10
66,LockdownZ,8
66,Aeolian,9
66,Kris511c,4
67,SuperkenGaming,9
67,DeathKillerNOR,6
67,GreenMachineG,7
67,sjr2016,8
67,ugura,7
67,Daniellla,0
67,GreenSkullRider,10
67,Turbodowg,8
68,Entertainer,1
68,TredZ,7
68,KayVen17,6
68,seriimac,5
68,p1menta,8
68,brockcheese,5
68,aziegle,10
68,Sephiroth_X,10
68,vascr,10
68,shootinship101,8
68,Nel,2
68,ThiouZ,10
68,JoshLuck1995,2
68,DrFriendless,1
68,Smurfman256,4
68,felasi,5
69,sublimate,0
69,GrumpyReviewer,4
69,egstewa2,0
69,Izhuris,1
69,IIIALIKIII,10
69,PicklRick,2
69,ThinkLiveLife,2
69,Peter_Parker23,3
69,Farhan1997,10
69,evolveFPV,0
69,robertmgr,3
69,Bitrip,0
69,JDSCigano666,0
69,Deletedi1,10
69,DDP,2
69,artimis,0
69,dr0nzer,3
69,Chack_Norris,0
69,egoBorder,0
69,4th_And_Drunk,0
69,Ddaygiugno1944,0
69,LockdownZ,2
69,Woodlax,0
69,Ex2face,10
69,Diniz,0
69,BoboBoy,4
69,botnd,8
69,cypherhalo,8
69,SpeakerotheDeep,9
69,Morpheyeus,0
69,Alterin,8
69,Persona345,0
69,Ois,0
69,OrochiGamer,8
69,Asgardian_Jac,10
69,The_Kopanos,8
69,Kuluty,3
69,Firefall77,0
69,dcSwiss,10
69,viroodiem,0
69,Thebrah,10
69,FaintingGoat,10
69,AOJLion,10
69,metalatraiu,1
69,Fenrir-Sin,9
69,lionelhut,0
69,Professorfett,5
69,BarretArms,2
69,ChrisLemmar,0
69,zeldaguy100,0
69,TheFrog,4
69,greninjaX,0
69,OneMeanMug,8
69,enut_butter,0
69,Spenok,9
69,Matttwidale,9
69,ravsamy,10
69,SensualSanta,8
69,ChrispyFellow,8
69,Akilae,9
69,cappy2895,3
69,Saintz,1
69,SvenLorenz,0
69,floriobr,3
69,Jumonkan,3
69,kambing860210,4
69,VelvetYork,1
69,wtkaczyk,1
69,itomaro,0
69,EA5ucks,0
69,BenRiley83,0
69,xSPAZZx,3
69,DevilDante,1
69,ExcuseMePrinces,0
69,Hardgroove,0
69,DanielBurton,1
69,DoTheBartMan,7
69,OnlyOneHere,0
69,JabberJaw,10
69,BlueSilver,10
69,Alexey23,10
69,Sergio97costa,8
69,syansor,0
69,cush11782,4
69,Ezap,4
69,Liaramancer,0
69,Mooncalfian,1
69,baby2236,3
69,Kardnet,8
69,Reed618,0
69,Burnouts3s3,4
69,devilchao0,0
69,Lucis,1
69,Criticzuck19,0
69,electronicoffee,0
69,Cr4zyMonkeyBoy,0
69,Zisis151,0
69,ROMIS,10
69,stiglitzz,0
69,Grus,1
69,dontjimmymejulz,0
69,Maxx_thor,0
69,Ryskim,8
69,Vegetidus,9
69,AndreLinoge,0
69,DarknezZz,6
69,dimbak,3
69,HayvenMoses,6
69,phillm2009,1
69,Majnus,2
69,Danbacci,4
69,gamer4ever666,0
69,badkarmaxv,6
69,ShadowKnight734,3
69,Drexxler,4
69,Therambokitty,4
69,maek314,7
69,Smaloner,0
69,JeeKey,1
69,jpg7077,0
69,HTGamer,0
69,jdnstl,4
69,scmmdo,0
69,DestanyZero,2
69,TheLastAgent81,0
69,Alexandrigg,8
69,AnthemSuksBawlz,0
69,TheScort,3
69,NothingReviews,4
69,Solarus,1
69,YoungOnWatch,0
69,Aljenci,8
69,SavageBroccoli,8
69,Deigh,2
69,GuiLaTroN,2
69,Joeytyke123,9
69,HitmanStryker,2
69,Madmaz,0
69,mfmaxpower,0
69,NikoScy,1
69,SubZer0,2
69,ShootLootRepeat,0
69,OldRubbish,0
69,DarthNasty,0
69,ShadowMystic,10
69,DieguinNoronha,9
69,Zalabar22,6
69,MauCampos,2
69,highrent,0
69,PolishJohn,2
69,Perilous,8
69,RodSal,6
69,absolutny,2
69,Bone-Thugs,0
69,ShadowWarrior,2
69,GaiaCAT,4
69,Ruften,0
69,Nickcm,0
69,Mefistomanna,0
69,CnCRivals,10
69,NINails,0
69,secret2assassin,10
69,Amrien,10
69,Seriouslyrly,10
69,JoeyCape89,4
69,StormCloudLOL,10
69,UhMing,0
69,BoSonOfPirate,0
69,Nekrocasm,5
69,Gomly1980,4
69,ryudoshi,0
69,imHavyz,9
69,Chippy87,0
69,Gimblinous,8
69,Attydude,8
69,Zoron,8
69,Smell_The_Magic,10
69,Killjoe,0
69,Hectik,8
69,SoundAndFury87,0
69,Indanu,9
69,alexfpowers,9
